"HAUL","CONDITION","LIGHTS","CODEND","SPECIES_NAME","SPECIES_CODE","LENGTH.CM","RF","N.AT.LENGTH","N.RAISED.HAUL","Q"
9,"Night","YES","Upper","Haddock","HAD",41,2,2,4,0.5
9,"Night","YES","Upper","Haddock","HAD",42,1,0,0,1
9,"Night","YES","Upper","Haddock","HAD",43,1,0,0,1
9,"Night","YES","Upper","Haddock","HAD",44,1,1,1,1
9,"Night","YES","Upper","Haddock","HAD",45,1,0,0,1
9,"Night","YES","Upper","Haddock","HAD",46,1,1,1,1
9,"Night","YES","Upper","Haddock","HAD",47,1,2,2,1
9,"Night","YES","Upper","Haddock","HAD",48,1,0,0,1
9,"Night","YES","Upper","Haddock","HAD",49,1,1,1,1
9,"Night","YES","Upper","Haddock","HAD",50,1,0,0,1
9,"Night","YES","Upper","Haddock","HAD",51,1,0,0,1
9,"Night","YES","Upper","Haddock","HAD",52,1,0,0,1
9,"Night","YES","Upper","Haddock","HAD",53,1,0,0,1
9,"Night","YES","Upper","Haddock","HAD",54,1,1,1,1
9,"Night","YES","Upper","Haddock","HAD",55,1,0,0,1
9,"Night","YES","Upper","Haddock","HAD",56,1,0,0,1
9,"Night","YES","Upper","Haddock","HAD",57,1,0,0,1
9,"Night","YES","Upper","Grey gurnard","GUG",18,1,0,0,1
9,"Night","YES","Upper","Grey gurnard","GUG",19,1,0,0,1
9,"Night","YES","Upper","Grey gurnard","GUG",20,1,0,0,1
9,"Night","YES","Upper","Grey gurnard","GUG",21,1,0,0,1
9,"Night","YES","Upper","Grey gurnard","GUG",22,2,1,2,0.5
9,"Night","YES","Upper","Grey gurnard","GUG",23,2,3,6,0.5
9,"Night","YES","Upper","Grey gurnard","GUG",24,1,0,0,1
9,"Night","YES","Upper","Grey gurnard","GUG",25,1,0,0,1
9,"Night","YES","Upper","Grey gurnard","GUG",26,1,0,0,1
9,"Night","YES","Upper","Grey gurnard","GUG",27,2,1,2,0.5
9,"Night","YES","Upper","Grey gurnard","GUG",28,2,1,2,0.5
9,"Night","YES","Upper","Megrim","MEG",27,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",28,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",29,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",30,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",31,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",32,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",33,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",34,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",35,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",36,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",37,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",38,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",39,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",40,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",41,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",42,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",43,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",44,1,0,0,1
9,"Night","YES","Upper","Megrim","MEG",45,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",25,2,2,4,0.5
9,"Night","YES","Upper","Whiting","WHG",26,2,2,4,0.5
9,"Night","YES","Upper","Whiting","WHG",27,2,3,6,0.5
9,"Night","YES","Upper","Whiting","WHG",28,2,4,8,0.5
9,"Night","YES","Upper","Whiting","WHG",29,2,6,12,0.5
9,"Night","YES","Upper","Whiting","WHG",30,2,7,14,0.5
9,"Night","YES","Upper","Whiting","WHG",31,2,9,18,0.5
9,"Night","YES","Upper","Whiting","WHG",32,2,1,2,0.5
9,"Night","YES","Upper","Whiting","WHG",33,2,3,6,0.5
9,"Night","YES","Upper","Whiting","WHG",34,2,2,4,0.5
9,"Night","YES","Upper","Whiting","WHG",35,1.5,2,3,0.666666666666667
9,"Night","YES","Upper","Whiting","WHG",36,2,2,4,0.5
9,"Night","YES","Upper","Whiting","WHG",37,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",38,1,1,1,1
9,"Night","YES","Upper","Whiting","WHG",39,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",40,1,2,2,1
9,"Night","YES","Upper","Whiting","WHG",41,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",42,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",43,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",44,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",45,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",46,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",47,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",48,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",49,1,0,0,1
9,"Night","YES","Upper","Whiting","WHG",50,1,1,1,1
9,"Night","YES","Upper","Northern squid","NSQ",11,1,1,1,1
9,"Night","YES","Upper","Northern squid","NSQ",12,1,0,0,1
9,"Night","YES","Upper","Northern squid","NSQ",13,1,2,2,1
9,"Night","YES","Upper","Northern squid","NSQ",14,1,0,0,1
9,"Night","YES","Upper","Northern squid","NSQ",15,1,0,0,1
9,"Night","YES","Upper","Northern squid","NSQ",16,1,0,0,1
9,"Night","YES","Upper","Northern squid","NSQ",17,1,0,0,1
9,"Night","YES","Upper","Northern squid","NSQ",18,1,0,0,1
9,"Night","YES","Upper","Northern squid","NSQ",19,1,1,1,1
9,"Night","YES","Lower","Haddock","HAD",20,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",21,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",22,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",23,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",24,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",25,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",26,5,1,5,0.2
9,"Night","YES","Lower","Haddock","HAD",27,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",28,5,6,30,0.2
9,"Night","YES","Lower","Haddock","HAD",29,5,6,30,0.2
9,"Night","YES","Lower","Haddock","HAD",30,5,5,25,0.2
9,"Night","YES","Lower","Haddock","HAD",31,5,6,30,0.2
9,"Night","YES","Lower","Haddock","HAD",32,5,9,45,0.2
9,"Night","YES","Lower","Haddock","HAD",33,5,9,45,0.2
9,"Night","YES","Lower","Haddock","HAD",34,5,8,40,0.2
9,"Night","YES","Lower","Haddock","HAD",35,5,6,30,0.2
9,"Night","YES","Lower","Haddock","HAD",36,5,8,40,0.2
9,"Night","YES","Lower","Haddock","HAD",37,5,2,10,0.2
9,"Night","YES","Lower","Haddock","HAD",38,5,5,25,0.2
9,"Night","YES","Lower","Haddock","HAD",39,5,2,10,0.2
9,"Night","YES","Lower","Haddock","HAD",40,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",41,5,2,10,0.2
9,"Night","YES","Lower","Haddock","HAD",42,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",43,5,1,5,0.2
9,"Night","YES","Lower","Haddock","HAD",44,3,2,6,0.333333333333333
9,"Night","YES","Lower","Haddock","HAD",45,1,3,3,1
9,"Night","YES","Lower","Haddock","HAD",46,1,2,2,1
9,"Night","YES","Lower","Haddock","HAD",47,1,1,1,1
9,"Night","YES","Lower","Haddock","HAD",48,1,4,4,1
9,"Night","YES","Lower","Haddock","HAD",49,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",50,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",51,1,1,1,1
9,"Night","YES","Lower","Haddock","HAD",52,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",53,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",54,1,1,1,1
9,"Night","YES","Lower","Haddock","HAD",55,1,0,0,1
9,"Night","YES","Lower","Haddock","HAD",56,1,1,1,1
9,"Night","YES","Lower","Haddock","HAD",57,1,0,0,1
9,"Night","YES","Lower","Grey gurnard","GUG",18,1,0,0,1
9,"Night","YES","Lower","Grey gurnard","GUG",19,1,0,0,1
9,"Night","YES","Lower","Grey gurnard","GUG",20,5,1,5,0.2
9,"Night","YES","Lower","Grey gurnard","GUG",21,1,0,0,1
9,"Night","YES","Lower","Grey gurnard","GUG",22,5,1,5,0.2
9,"Night","YES","Lower","Grey gurnard","GUG",23,5,1,5,0.2
9,"Night","YES","Lower","Grey gurnard","GUG",24,1,0,0,1
9,"Night","YES","Lower","Grey gurnard","GUG",25,1,0,0,1
9,"Night","YES","Lower","Grey gurnard","GUG",26,1,0,0,1
9,"Night","YES","Lower","Grey gurnard","GUG",27,1,0,0,1
9,"Night","YES","Lower","Grey gurnard","GUG",28,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",27,1,1,1,1
9,"Night","YES","Lower","Megrim","MEG",28,5,1,5,0.2
9,"Night","YES","Lower","Megrim","MEG",29,3,2,6,0.333333333333333
9,"Night","YES","Lower","Megrim","MEG",30,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",31,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",32,1,3,3,1
9,"Night","YES","Lower","Megrim","MEG",33,1,3,3,1
9,"Night","YES","Lower","Megrim","MEG",34,1,4,4,1
9,"Night","YES","Lower","Megrim","MEG",35,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",36,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",37,1,1,1,1
9,"Night","YES","Lower","Megrim","MEG",38,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",39,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",40,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",41,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",42,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",43,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",44,1,0,0,1
9,"Night","YES","Lower","Megrim","MEG",45,1,1,1,1
9,"Night","YES","Lower","Whiting","WHG",25,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",26,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",27,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",28,5,1,5,0.2
9,"Night","YES","Lower","Whiting","WHG",29,5,1,5,0.2
9,"Night","YES","Lower","Whiting","WHG",30,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",31,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",32,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",33,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",34,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",35,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",36,1,1,1,1
9,"Night","YES","Lower","Whiting","WHG",37,5,1,5,0.2
9,"Night","YES","Lower","Whiting","WHG",38,5,1,5,0.2
9,"Night","YES","Lower","Whiting","WHG",39,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",40,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",41,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",42,5,1,5,0.2
9,"Night","YES","Lower","Whiting","WHG",43,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",44,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",45,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",46,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",47,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",48,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",49,1,0,0,1
9,"Night","YES","Lower","Whiting","WHG",50,1,0,0,1
9,"Night","YES","Lower","Northern squid","NSQ",11,1,1,1,1
9,"Night","YES","Lower","Northern squid","NSQ",12,1,0,0,1
9,"Night","YES","Lower","Northern squid","NSQ",13,1,0,0,1
9,"Night","YES","Lower","Northern squid","NSQ",14,1,0,0,1
9,"Night","YES","Lower","Northern squid","NSQ",15,1,0,0,1
9,"Night","YES","Lower","Northern squid","NSQ",16,1,0,0,1
9,"Night","YES","Lower","Northern squid","NSQ",17,1,0,0,1
9,"Night","YES","Lower","Northern squid","NSQ",18,1,0,0,1
9,"Night","YES","Lower","Northern squid","NSQ",19,1,0,0,1
10,"Day","NO","Upper","Haddock","HAD",24,5,1,5,0.2
10,"Day","NO","Upper","Haddock","HAD",25,1,0,0,1
10,"Day","NO","Upper","Haddock","HAD",26,5,1,5,0.2
10,"Day","NO","Upper","Haddock","HAD",27,1,0,0,1
10,"Day","NO","Upper","Haddock","HAD",28,5,3,15,0.2
10,"Day","NO","Upper","Haddock","HAD",29,5,3,15,0.2
10,"Day","NO","Upper","Haddock","HAD",30,5,6,30,0.2
10,"Day","NO","Upper","Haddock","HAD",31,5,2,10,0.2
10,"Day","NO","Upper","Haddock","HAD",32,5,10,50,0.2
10,"Day","NO","Upper","Haddock","HAD",33,5,8,40,0.2
10,"Day","NO","Upper","Haddock","HAD",34,5,14,70,0.2
10,"Day","NO","Upper","Haddock","HAD",35,5,9,45,0.2
10,"Day","NO","Upper","Haddock","HAD",36,5,7,35,0.2
10,"Day","NO","Upper","Haddock","HAD",37,5,6,30,0.2
10,"Day","NO","Upper","Haddock","HAD",38,5,2,10,0.2
10,"Day","NO","Upper","Haddock","HAD",39,5,2,10,0.2
10,"Day","NO","Upper","Haddock","HAD",40,5,5,25,0.2
10,"Day","NO","Upper","Haddock","HAD",41,3,6,18,0.333333333333333
10,"Day","NO","Upper","Haddock","HAD",42,1,2,2,1
10,"Day","NO","Upper","Haddock","HAD",43,1,4,4,1
10,"Day","NO","Upper","Haddock","HAD",44,1,1,1,1
10,"Day","NO","Upper","Haddock","HAD",45,1,3,3,1
10,"Day","NO","Upper","Haddock","HAD",46,1,1,1,1
10,"Day","NO","Upper","Haddock","HAD",47,1,3,3,1
10,"Day","NO","Upper","Haddock","HAD",48,1,2,2,1
10,"Day","NO","Upper","Haddock","HAD",49,1,2,2,1
10,"Day","NO","Upper","Haddock","HAD",50,1,0,0,1
10,"Day","NO","Upper","Haddock","HAD",51,1,0,0,1
10,"Day","NO","Upper","Haddock","HAD",52,1,1,1,1
10,"Day","NO","Upper","Haddock","HAD",53,1,0,0,1
10,"Day","NO","Upper","Haddock","HAD",54,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",19,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",20,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",21,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",22,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",23,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",24,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",25,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",26,5,1,5,0.2
10,"Day","NO","Upper","Grey gurnard","GUG",27,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",28,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",29,1,0,0,1
10,"Day","NO","Upper","Grey gurnard","GUG",30,1,1,1,1
10,"Day","NO","Upper","Megrim","MEG",27,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",28,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",29,5,1,5,0.2
10,"Day","NO","Upper","Megrim","MEG",30,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",31,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",32,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",33,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",34,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",35,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",36,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",37,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",38,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",39,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",40,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",41,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",42,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",43,1,0,0,1
10,"Day","NO","Upper","Megrim","MEG",44,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",29,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",30,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",31,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",32,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",33,5,1,5,0.2
10,"Day","NO","Upper","Whiting","WHG",34,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",35,5,1,5,0.2
10,"Day","NO","Upper","Whiting","WHG",36,1,1,1,1
10,"Day","NO","Upper","Whiting","WHG",37,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",38,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",39,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",40,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",41,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",42,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",43,1,1,1,1
10,"Day","NO","Upper","Whiting","WHG",44,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",45,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",46,1,1,1,1
10,"Day","NO","Upper","Whiting","WHG",47,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",48,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",49,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",50,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",51,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",52,1,1,1,1
10,"Day","NO","Upper","Whiting","WHG",53,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",54,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",55,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",56,1,0,0,1
10,"Day","NO","Upper","Whiting","WHG",57,1,0,0,1
10,"Day","NO","Upper","Northern squid","NSQ",10,1,0,0,1
10,"Day","NO","Upper","Northern squid","NSQ",11,1,0,0,1
10,"Day","NO","Upper","Northern squid","NSQ",12,1,0,0,1
10,"Day","NO","Upper","Northern squid","NSQ",13,1,0,0,1
10,"Day","NO","Upper","Northern squid","NSQ",14,1,0,0,1
10,"Day","NO","Upper","Northern squid","NSQ",15,1,0,0,1
10,"Day","NO","Upper","Northern squid","NSQ",16,1,0,0,1
10,"Day","NO","Upper","Northern squid","NSQ",17,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",24,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",25,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",26,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",27,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",28,5.75,2,11.5,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",29,5.75,2,11.5,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",30,5.75,3,17.25,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",31,5.75,3,17.25,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",32,5.75,3,17.25,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",33,5.75,2,11.5,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",34,5.75,1,5.75,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",35,5.75,3,17.25,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",36,5.75,1,5.75,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",37,5.75,2,11.5,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",38,5.75,1,5.75,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",39,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",40,5.75,1,5.75,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",41,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",42,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",43,5.75,1,5.75,0.173913043478261
10,"Day","NO","Lower","Haddock","HAD",44,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",45,1,1,1,1
10,"Day","NO","Lower","Haddock","HAD",46,1,1,1,1
10,"Day","NO","Lower","Haddock","HAD",47,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",48,1,1,1,1
10,"Day","NO","Lower","Haddock","HAD",49,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",50,1,1,1,1
10,"Day","NO","Lower","Haddock","HAD",51,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",52,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",53,1,0,0,1
10,"Day","NO","Lower","Haddock","HAD",54,1,0,0,1
10,"Day","NO","Lower","Grey gurnard","GUG",19,1,0,0,1
10,"Day","NO","Lower","Grey gurnard","GUG",20,5.75,3,17.25,0.173913043478261
10,"Day","NO","Lower","Grey gurnard","GUG",21,1,0,0,1
10,"Day","NO","Lower","Grey gurnard","GUG",22,5.75,5,28.75,0.173913043478261
10,"Day","NO","Lower","Grey gurnard","GUG",23,5.75,3,17.25,0.173913043478261
10,"Day","NO","Lower","Grey gurnard","GUG",24,5.75,1,5.75,0.173913043478261
10,"Day","NO","Lower","Grey gurnard","GUG",25,5.75,2,11.5,0.173913043478261
10,"Day","NO","Lower","Grey gurnard","GUG",26,1,0,0,1
10,"Day","NO","Lower","Grey gurnard","GUG",27,1,0,0,1
10,"Day","NO","Lower","Grey gurnard","GUG",28,1,0,0,1
10,"Day","NO","Lower","Grey gurnard","GUG",29,1,0,0,1
10,"Day","NO","Lower","Grey gurnard","GUG",30,1,0,0,1
10,"Day","NO","Lower","Megrim","MEG",27,3.375,2,6.75,0.296296296296296
10,"Day","NO","Lower","Megrim","MEG",28,5.75,2,11.5,0.173913043478261
10,"Day","NO","Lower","Megrim","MEG",29,4.16666666666667,3,12.5,0.24
10,"Day","NO","Lower","Megrim","MEG",30,3.375,2,6.75,0.296296296296296
10,"Day","NO","Lower","Megrim","MEG",31,1,2,2,1
10,"Day","NO","Lower","Megrim","MEG",32,1,3,3,1
10,"Day","NO","Lower","Megrim","MEG",33,3.85,5,19.25,0.25974025974026
10,"Day","NO","Lower","Megrim","MEG",34,1,2,2,1
10,"Day","NO","Lower","Megrim","MEG",35,2.1875,8,17.5,0.457142857142857
10,"Day","NO","Lower","Megrim","MEG",36,1,2,2,1
10,"Day","NO","Lower","Megrim","MEG",37,2.58333333333333,3,7.75,0.387096774193548
10,"Day","NO","Lower","Megrim","MEG",38,3.375,2,6.75,0.296296296296296
10,"Day","NO","Lower","Megrim","MEG",39,1,1,1,1
10,"Day","NO","Lower","Megrim","MEG",40,1,1,1,1
10,"Day","NO","Lower","Megrim","MEG",41,1,3,3,1
10,"Day","NO","Lower","Megrim","MEG",42,1,2,2,1
10,"Day","NO","Lower","Megrim","MEG",43,1,1,1,1
10,"Day","NO","Lower","Megrim","MEG",44,1,3,3,1
10,"Day","NO","Lower","Whiting","WHG",29,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",30,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",31,5.75,1,5.75,0.173913043478261
10,"Day","NO","Lower","Whiting","WHG",32,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",33,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",34,5.75,1,5.75,0.173913043478261
10,"Day","NO","Lower","Whiting","WHG",35,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",36,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",37,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",38,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",39,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",40,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",41,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",42,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",43,5.75,1,5.75,0.173913043478261
10,"Day","NO","Lower","Whiting","WHG",44,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",45,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",46,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",47,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",48,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",49,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",50,1,1,1,1
10,"Day","NO","Lower","Whiting","WHG",51,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",52,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",53,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",54,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",55,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",56,1,0,0,1
10,"Day","NO","Lower","Whiting","WHG",57,1,0,0,1
10,"Day","NO","Lower","Northern squid","NSQ",10,1,1,1,1
10,"Day","NO","Lower","Northern squid","NSQ",11,1,0,0,1
10,"Day","NO","Lower","Northern squid","NSQ",12,1,3,3,1
10,"Day","NO","Lower","Northern squid","NSQ",13,1,0,0,1
10,"Day","NO","Lower","Northern squid","NSQ",14,1,0,0,1
10,"Day","NO","Lower","Northern squid","NSQ",15,1,1,1,1
10,"Day","NO","Lower","Northern squid","NSQ",16,1,0,0,1
10,"Day","NO","Lower","Northern squid","NSQ",17,1,0,0,1
10,"Day","YES","Upper","Haddock","HAD",24,1,0,0,1
10,"Day","YES","Upper","Haddock","HAD",25,1,0,0,1
10,"Day","YES","Upper","Haddock","HAD",26,1,0,0,1
10,"Day","YES","Upper","Haddock","HAD",27,1,0,0,1
10,"Day","YES","Upper","Haddock","HAD",28,11.75,1,11.75,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",29,11.75,4,47,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",30,11.75,5,58.75,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",31,11.75,6,70.5,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",32,11.75,12,141,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",33,11.75,13,152.75,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",34,11.75,16,188,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",35,11.75,9,105.75,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",36,11.75,7,82.25,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",37,11.75,6,70.5,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",38,11.75,2,23.5,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",39,11.75,1,11.75,0.0851063829787234
10,"Day","YES","Upper","Haddock","HAD",40,1,1,1,1
10,"Day","YES","Upper","Haddock","HAD",41,6.375,4,25.5,0.156862745098039
10,"Day","YES","Upper","Haddock","HAD",42,3.15,5,15.75,0.317460317460317
10,"Day","YES","Upper","Haddock","HAD",43,1,4,4,1
10,"Day","YES","Upper","Haddock","HAD",44,2.53571428571429,7,17.75,0.394366197183099
10,"Day","YES","Upper","Haddock","HAD",45,1,4,4,1
10,"Day","YES","Upper","Haddock","HAD",46,1,4,4,1
10,"Day","YES","Upper","Haddock","HAD",47,1,3,3,1
10,"Day","YES","Upper","Haddock","HAD",48,1,3,3,1
10,"Day","YES","Upper","Haddock","HAD",49,1,5,5,1
10,"Day","YES","Upper","Haddock","HAD",50,1,4,4,1
10,"Day","YES","Upper","Haddock","HAD",51,1,2,2,1
